id,title,search_role,search_role_raw,job_level,company,location,location_raw,salary_display,salary_min,salary_max,salary_avg,extracted_skills,skills_count,job_url,job_description,search_location,scraped_at,salary
91399105,PRODUCTION STAFF,Data Engineer,Data Engineer,Senior,Polygon Bikes,Tidak Disebutkan,Tidak Disebutkan,Tidak Disebutkan,,,,['r'],1,https://id.jobstreet.com/id/job/91399105,"The Production Staff is responsible for overseeing and ensuring smooth daily production operations of lithium-ion battery packs in accordance with production targets, quality standards, and established work procedures. This role involves controlling daily production activities, supervising operators, coordinating with related departments, and reporting production performance.

· Bachelor’s Degree (S1) in Electrical Engineering (preferably low-current systems) or Diploma IV (D4) in Electronics Engineering.

· Minimum 1 year experience on Battery Management System

· Understanding of lithium-ion battery pack production processes.

· Knowledge of DC electrical systems and electrical assembly processes.

· Basic understanding of spot welding, sorting machines, CCD inspection, and aging processes.

· Ability to monitor production output and key process parameters.

· Understanding of production quality standards and inspection processes.

· Ability to prepare daily production reports.

· Familiar with Microsoft Office and basic production monitoring systems / SAP.

· Strong leadership and production team supervision skills.

· Able to work in a fast-paced production environment.

· Willing to work shifts and overtime according to production needs.

· Comfortable working on the shop floor and coordinating across departments.

· Maintain stability and effectiveness of battery pack production operations.

· Ensure production processes comply with technical and quality standards.

· Identify potential production issues and implement corrective actions.

· Support achievement of quality, productivity, and production efficiency targets.

· Provide accurate production data, analysis, and technical documentation.

Cara Melamar:


Kirim lamaran melalui website:
https://www.polygonbikes.com/id/karir/

Informasi lebih lanjut:
vacancy@insera.co.id",indonesia,2026-04-28 17:03:20.864991,Tidak Disebutkan
91398797,Sales Engineer,Data Engineer,Data Engineer,Tidak Disebutkan,PT Meiden Engineering Indonesia,Tidak Disebutkan,Tidak Disebutkan,Tidak Disebutkan,,,,['r'],1,https://id.jobstreet.com/id/job/91398797,"Job description:

Research and recommend prospects for new business opportunities

Research and analyze sales options

Build and maintain relationships with clients and prospects

Stay current with trends and competitors to identify improvements or recommend new products

Collect and analyze information and prepare data and sales reports

Approach new customer

Propose new project

Job requirements:

Diploma or Bachelor Degree of Electrical Engineering (Power System)

Able to speak & write in English (Japanese language is advantage)

Work experience 5 years as Sales Engineer in EPC Company

Have a good communication, presentation, and negotiation skills

Experience handling projects for Electrical Work or Projects

Mastering Microsoft programs (Excel, Word, and Power Point)

Target oriented

Experience handling projects for electrical work",indonesia,2026-04-28 17:03:28.752521,Tidak Disebutkan
91418434,Senior Product Design Engineer,Data Engineer,Data Engineer,Senior,Eaton HK,Tidak Disebutkan,Tidak Disebutkan,Tidak Disebutkan,,,,['r'],1,https://id.jobstreet.com/id/job/91418434,"What you’ll do:


The Senior Product Engineer is responsible for providing engineering design and drafting services in support of the Engineering Services Team charter.  The EST, as a remote integrated technical resource, provides technical services (designing, drafting and reverse engineering) for the Fluid Sciences Sites outside of Asia and provides functional support for the new product development process for FS Asia. 

Design and drafting (solid modeling and detailing) support for engineering projects initiated by the Fluid Sciences sites outside of Asia.
Design and drafting support for Fluid Sciences Asia new product development activity.
Responsible for sustaining the design integrity of the product and tooling design including production and customer support efforts.
Product verification through administration of First Article Inspections (FAI).     
Lead projects related to application of existing products or variations of existing products and tooling for new customer applications. 
Data collection and reporting in support of the reverse engineering process.
Occasional telecons held outside of working hours to accommodate regional time change.
Mentoring engineers/Associate Engineers

Qualifications:


Skills:


o    Proficiency in computer aided design and Solid Modeling.  Experience in Catia, Pro-E or equivalent Solid Modeling design tool.
o    Experience working in PDM environments such as: Pro Intralink, MatixOne, etc.
o    Knowledge of GD&T and mechanical design.
o    Review of component and assembly drawings as a Checker.
o    Troubleshooting skills for product and tooling related issues.
o    Capable of adhering to process procedure and comfortable working within a structured engineering document control system.
o    Require a high degree of interaction with Customers or Vendors and also with other departments such as Quality, Production, Machine Shop and Purchasing, etc.
o    Ability and maturity to lead and manage the junior engineers efficiently to met the company goals. Ability to multitask and handle multiple projects and assignments concurrently.
o    Proficiency using precision measuring equipment (Micrometer, Caliper, etc...).
o    Must have effective written and verbal communication abilities (speak and write) in English.",indonesia,2026-04-28 17:03:38.756683,Tidak Disebutkan
91397748,Chief Engineer,Data Engineer,Data Engineer,Managerial,PT. TATAMULIA NUSANTARA INDAH,Tidak Disebutkan,Tidak Disebutkan,Tidak Disebutkan,,,,['r'],1,https://id.jobstreet.com/id/job/91397748,"Kualifikasi

Minimal S1 Teknik Sipil, Arsitektur dan MEP

Minimal 10 tahun pengalaman di bidang konstruksi dan Infrastuktur, khususnya proyek gedung tinggi (minimal 12 lantai) untuk lulusan Teknik Sipil

Pengalaman dalam perencanaan, desain, pelaksanaan, dan perhitungan pekerjaan Struktur, Arsitektur, infrastuktur maupun MEP

Memahami prosedur dan IK (Instruksi Kerja)

Menguasai software seperti MS Office, MS Project, Primavera, AutoCAD, SAP.

Menguasai Bahasa Inggris aktif baik lisan maupun tulisan

Mampu menyusun Master Schedule, membaca detail shopdrawing, membuat gambar sketsa

Memahami dan menerapkan prinsip-prinsip Keselamatan dan Kesehatan Kerja

Memahami ISO 9001:2015, 14001:2015, dan 45001:2018

Komunikatif, memiliki kemampuan kerjasama tim yang baik, disiplin, bertanggung jawab, dan mampu bekerja dalam tekanan

Mampu mengoperasikan komputer dengan baik

Siap ditempatkan di seluruh wilayah proyek, termasuk Head Office",indonesia,2026-04-28 17:04:02.799554,Tidak Disebutkan
91397463,MEP Quantity Surveyor (Data Center Project),Data Engineer,Data Engineer,Tidak Disebutkan,PT Colliers International Indonesia,Tidak Disebutkan,Tidak Disebutkan,Tidak Disebutkan,,,,"['rust', 'r']",2,https://id.jobstreet.com/id/job/91397463,"MEP Quantity Surveyor:

Responsible for controlling and monitoring the project's total expenditure.

Conduct technical and commercial reviews of all tenders to prepare service agreements.

Assist in setting up a project with a cost system following the agreed-upon format.

Provide planning and cost-controlling support for all projects, which includes variation reporting, monitoring of milestone progress, and the preparation of the customer billing process.

Review cost commitment and expenditure information for all cost elements, for input to the cost control report system consistently, and ensure that all information received is accurate and correctly input.

Producing regular cost reports and advising management of any forecast cost overruns as soon as possible to allow corrective actions to be taken promptly.

Liaising with the finance department regarding establishing the monthly evaluation of work done and services rendered for invoice preparation and verification.

Requirements:

Minimum bachelor’s degree majoring in mechanical, plumbing, electrical engineering, or any other related major

A minimum of 4 years of experience as a QS, specifically in MEP works.

Familiar with QS work and documentation throughout the planning, tender, construction, and closing phases.

Proficient in taking off, Bill of Items, and Bill of Quantities for mechanical, electrical, and plumbing projects.

Familiar with contracting procedures and types of contracts

Having knowledge and being up-to-date on the current market unit rate and unit rate analysis

Strong in management, communication, and interpersonal skills.

Self-directed and highly motivated.

Detail-oriented, dependable, and trustworthy

Fluency in written and spoken English will be an advantage.",indonesia,2026-04-28 17:04:10.937696,Tidak Disebutkan
91396059,INDUSTRIAL ENGINEERING STAFF,Data Engineer,Data Engineer,Tidak Disebutkan,HOLI GROUP,Tidak Disebutkan,Tidak Disebutkan,Tidak Disebutkan,,,,['r'],1,https://id.jobstreet.com/id/job/91396059,"Requirement :

Minimum bachelor’s degree in any discipline

Min 3 years experience as Industrial Engineering Staff in garment industry from sport gloves manufacture more preferred

Have initiatives for improvements in the production area that are oriented towards increasing productivity

Fast learner person and willing to learn product technical specification

Strong analytical and statistical skills, proficiency in data analysis, and an ability to translate data into actionable insights

Good communication & personality skill

Willing to be placed in Tegowanu, Grobogan",indonesia,2026-04-28 17:04:35.514568,Tidak Disebutkan
91394799,IWS Lead,Data Engineer,Data Engineer,Senior,PT Tri Sakti Purwosari Makmur (KT&G Group),Tidak Disebutkan,Tidak Disebutkan,Tidak Disebutkan,,,,['r'],1,https://id.jobstreet.com/id/job/91394799,"Placement :

Kawasan Pasuruan Industri Estate Rembang (PIER), Jl. Kraton Industri III No. 24, Curah Dukuh, Kraton, Kab. Pasuruan, Jawa Timur 67151




Qualification :

Min. S1 of all majors but preferably from Mechanical/ Electrical/Industrial Engineering

Experience min.3 years of production management in the tobacco industry field

Leadership skills, ability to lead a small project team & Interpersonal collaboration skills

Ability and commitment to drive change in the organization

Effective communication skills & Ability to present to small groups

Ability to work with data and information including intermediate MS Office skills

Demonstrated ability to assimilate technical data to support recommendations and problem solving skills 




Job Description :

Responsible for leading improvements to achieve the Compelling Business Need (CBN) and Site Master Plan, using RTT/IWS tools, while monitoring Daily Management System (DMS) results and ensuring the overall performance and health of the production lines

Responsible for the monitoring, evaluation, and improvement of key systems such as the centerline, changeover, and reapplication DMS, and assist in developing the technical skills of the team and improving process control

Responsible to evaluate maintenance processes, including defect handling, scheduling, and planning, and help ensure that systems are used effectively to reduce downtime and improve production efficiency",indonesia,2026-04-28 17:04:44.554647,Tidak Disebutkan
91394729,Procurement Engineer (MEP),Data Engineer,Data Engineer,Tidak Disebutkan,PT. Dollar Information Consultan Indonesia,Tidak Disebutkan,Tidak Disebutkan,Rp 8.000.000 - Rp 12.000.000,8000000.0,12000000.0,10000000.0,['r'],1,https://id.jobstreet.com/id/job/91394729,"Deskripsi Pekerjaan

Melakukan sourcing dan pengembangan vendor untuk kebutuhan proyek data center (MEP).

Mengelola RFQ, analisis komparatif penawaran, dan negosiasi harga serta term pembayaran.

Menyusun dan menegosiasikan kontrak pengadaan equipment MEP.

Memonitor PO dan memastikan ketepatan waktu pengiriman material critical.

Berkoordinasi dengan tim engineering dan project untuk memastikan kesesuaian spesifikasi.

Kualifikasi

WNI, minimal D3/S1 (Teknik lebih disukai).

Wajib mampu berbahasa Inggris dan Bahasa Indonesia.

Pengalaman minimal 4-7 tahun sebagai MEP Procurement di proyek konstruksi.

Memiliki pengalaman pengadaan equipment critical seperti UPS, MV/LV panel, generator, precision cooling, atau sistem fire suppression.

Pengalaman proyek Data Center / Industrial / Power Plant menjadi nilai tambah.

Memiliki jaringan supplier/distributor MEP di Indonesia.",indonesia,2026-04-28 17:04:52.548315,Rp 8.000.000 – Rp 12.000.000 per month
91394606,Site Engineer (Mechanical - Electrical),Data Engineer,Data Engineer,Senior,PT Karya Intertek Kencana,Tidak Disebutkan,Tidak Disebutkan,Tidak Disebutkan,,,,['r'],1,https://id.jobstreet.com/id/job/91394606,"Requirements :

Physically fit and good medical record

Fluent in English

Diploma/Bachelor of Mechanical / Electrical Engineering

Having experience in Mechanical Electrical Air Conditioning Contractors minimum for 3 years; Experience in Data Center is preferable

Familliar with 2D and 3D Application Program (Auto CAD and Sketch Up);

Has no history of asthma

Candidate must be attached SKS

Domiciled in JABODETABEK.

HR interview will be conducted to be offline at Head Office Jakarta




Specific abilities/skills required :

Good communication, presentation and problem solving skill.

Able to work in a team and to meet tight deadlines.

Customer-oriented.

Highly self motivated with good working attitude, high level of professionalism and integrity.

Proactive in resolving technical & coordination issues and able to work under tight deadlines.

Having AutoCAD & BIM Revit skill

Strong personality, enthusiastic, self motivated and able to cooperate effectively with other team members and leader.

Will be places in the field of our new site around Indonesia.




Key Benefits :

Salaries, allowances, & insurance.",indonesia,2026-04-28 17:05:01.332029,Tidak Disebutkan
91393560,Production Activity Control,Data Engineer,Data Engineer,Tidak Disebutkan,PT MITRA SIGMA TEKINDO,Tidak Disebutkan,Tidak Disebutkan,Tidak Disebutkan,,,,['r'],1,https://id.jobstreet.com/id/job/91393560,"Kualifikasi :

D3 Teknik Industri/Mesin

Berdomisili di Cirebon dan sekitarnya

Memiliki Kemampuan analisis data, serta pemahaman schedulling, routing, dan dispatching produksi

Memastikan produksi berjalan efisien, efektif dan tepat waktu

Memiliki pengalaman di bidang PPIC, Production Control, MPS dan MRP

Melakukan monotoring kinerja aktual dan menjaga kualitas produk

Mampu menganalisa dan mengolah data produksi menggunakan sofeware

Memiliki kemampuan berkoordinasi yang baik dengan tim produksi dan departemen terakait

Mampu memastikan rencana produksi diselesaikan tepat waktu

Penempatan : Nabati Group",indonesia,2026-04-28 17:05:30.009726,Tidak Disebutkan
91393081,Asisten Biogas Engineer Kelapa Sawit,Data Engineer,Data Engineer,Managerial,PT TUNAS SAWA ERMA,Tidak Disebutkan,Tidak Disebutkan,Tidak Disebutkan,,,,['r'],1,https://id.jobstreet.com/id/job/91393081,"Deskripsi Pekerjaan:

Melaksanakan pengawasan/supervise terhadap jalannya instalasi/pemasangan dan pengoperasional Biogas di bidang Kelapa Sawit.

Memahami dan melaksanakan prosedur K3 dengan aman dan tepat sesuai dengan pelaksanaan instalasi/pemasangan dan pengoperasional Biogas.

Melakukan pencatatan data aktivitas secara cakap dan detail terkait kegiatan jalannya instalasi/pemasangan dan pengoperasional Biogas.

Melakukan investigasi terhadap mesin, elektrikal, dan masalah lainnya terhadap jalannya instalasi/pemasangan dan pengoperasional Biogas.

Melaporkan seluruh kegiatan yang dilakukan secara cermat kepada General Manager.

Kualifikasi

Lokasi penempatan di Merauke, Papua.

Pendidikan lulusan D3/S1 jurusan Teknik Mesin/Teknik Elektro.

Berpengalaman minimal 5 tahun sebagai Biogas Engineer, khususnya instalasi Biogas Kelapa sawit.

Wajib menguasai dan memahami proses kegiatan pengolahan di pabrik Kelapa sawit.

Menguasai dan memahami pengelolaan limbah cair dan padat pabrik kelapa sawit.

Jujur, disiplin, bertanggung jawab, kreatif, komunikatif, memiliki kemampuan pemecahan masalah dan bisa bekerja bersama tim.",indonesia,2026-04-28 17:05:41.559659,Tidak Disebutkan
91392589,Technical Support Engineer,Data Engineer,Data Engineer,Senior,PT IBMC Business Group,Tidak Disebutkan,Tidak Disebutkan,Rp 9.000.000 - Rp 13.000.000,9000000.0,13000000.0,11000000.0,"['aws', 'r']",2,https://id.jobstreet.com/id/job/91392589,"IBMC stands as a prominent Business Management Consulting Company in Indonesia, dedicated to propelling business achievements. We offer a comprehensive range of services tailored to meet the diverse needs of both local and international businesses. This role will be managed directly under IBMC to support our client based in Bali within the SaaS and IT Services sector.

We are looking for a highly skilled Technical Support Engineer to bridge the gap between our complex IT solutions and our global users. This is a fully remote position that requires a commitment to working during Pacific Standard Time (PST) hours (GMT-8) to support our international client base. If you have a strong technical foundation and a passion for solving puzzles, you will thrive in this role.




Responsibilities

Technical Troubleshooting: Respond to and resolve complex technical inquiries, issues, and requests related to our products and services in a timely manner.

Problem Resolution: Identify, troubleshoot, and provide effective solutions for technical bottlenecks involving cloud infrastructure and web applications.

Documentation: Maintain accurate, detailed, and up-to-date records of all customer interactions, technical issues, and successful resolutions within our support system.

Product Knowledge: Continuously deepen your expertise in our evolving product suite and services to provide superior technical guidance.

Feedback Loop: Provide ongoing, data-driven input to our internal engineering team to help improve and develop our products based on real-world customer demands and pain points.




Requirements

Experience: Minimum of 2 years of proven experience in IT or technical customer support roles.

Technical Foundation: Solid knowledge of Amazon Web Services (AWS), Web Development, Programming Logic, and Computer Networks.

Language Proficiency: Excellent English communication skills, both verbal and written (mandatory for international client interaction).

Analytical Thinking: Exceptional problem-solving skills and the ability to maintain composure and efficiency under pressure.

Shift: Must be able and willing to work according to Pacific Standard Time (PST) / Los Angeles time zone (GMT-8). From 5PM - 2AM Jakarta time

Preferred Skill: Background or proficiency in programming (coding) is highly preferred to better assist in technical debugging.




Benefits & Perks

Competitive Compensation: Salary package aligned with the technical nature of the role and shift requirements.

Remote Work: Fully remote setup allowing you to work from anywhere in Indonesia.

Career Advancement: Direct management and professional development support from IBMC.

Global Exposure: Opportunity to work with international stakeholders and cutting-edge SaaS technologies.

Health & Wellness: Health Insurance coverage (BPJS or equivalent) and other standard company perks.",indonesia,2026-04-28 17:05:50.655620,Rp 9.000.000 – Rp 13.000.000 per month
91390135,Technical Supervisor of Port & Terminal Heavy Equipment,Data Engineer,Data Engineer,Senior,PT. Meratus Line & Group,Tidak Disebutkan,Tidak Disebutkan,Tidak Disebutkan,,,,"['git', 'agile', 'r']",3,https://id.jobstreet.com/id/job/91390135,"Meratus Group is a leading integrated maritime and logistics operator in Indonesia, pioneering innovative solutions that drive efficiency and sustainability in the industry. With a rich history dating back to 1957, Meratus has evolved into a powerhouse, operating over 45 shipping routes, a fleet of 100 vessels, and a network of container terminals and logistics centers.

At Meratus, we are committed to digitalization, innovation, and transformation, ensuring seamless logistics and maritime services across Indonesia and Southeast Asia. Our customer-centric approach and agile operations empower businesses to navigate complex supply chain challenges with confidence.

We take pride in fostering a dynamic and inclusive workplace, where talented professionals can thrive and contribute to shaping the future of maritime logistics. Join us and be part of a team that is redefining industry standards while making a meaningful impact on global trade and sustainability.

Position Overview

Technical Supervisor of Port & Terminal Heavy Equipment is responsible for leading the maintenance team to ensure optimal equipment performance and availability through the execution of preventive and corrective maintenance, inspections, troubleshooting, and modifications. This role ensures adherence to operational plans and technical standards while promoting safety, efficiency, and continuous improvement. The position also plays a key role in developing technicians capabilities and fostering a safety-first culture

Key Responsibilities

Operational Maintenance

﻿Implement and supervise scheduled preventive and corrective maintenance, troubleshooting, and equipment modification.

Assign daily tasks to technicians based on operational priorities and ensure availability of necessary tools and spare parts.

Conduct monthly inspections using standardized checklists to maintain equipment reliability and performance.

Ensure maintenance work, whether internal or vendor-executed, complies with established technical standards and quality requirements.

Team Management & Development

﻿Coach, guide, and evaluate technicians to ensure team performance and individual competency growth.

Provide training and mentoring to less experienced team members, supporting a culture of continuous learning.

Coordinate with technicians to execute maintenance plans effectively.

Safety & Compliance

Promote and monitor the implementation of Occupational Health and Safety (K3) procedures during all maintenance activities.

Lead safety talks, inspections, and investigations to prevent incidents and foster safety awareness.

Take immediate action to stop operations in the event of unsafe conditions and initiate corrective measures.

Process Improvement & Reporting

Analyze maintenance data to reduce repetitive repairs and unscheduled downtime by improving preventive and predictive maintenance.

Review technician requests for parts and consumables, verifying quantity and specification accuracy.

Prepare reports such as Breakdown Reports and Machine Condition Reports (MCR) in alignment with maintenance plans.

Recommend improvements, including unit modifications, facility needs, and critical spare part requirements.

Internal & External Coordination

Maintain effective communication with Operations, Planning, Warehouse, and Admin teams to ensure smooth coordination of maintenance activities.

Liaise with external vendors, Pelindo, and relevant authorities such as Biro Klasifikasi Indonesia for maintenance and compliance matters.

Qualifications

Education: Bachelors degree (S1/D4) in Mechanical, Electrical, or related Engineering disciplines.

Experience: Minimum 5 years in a similar position (Mechancial Supervisor or Electrical Supervisor) or relevant industry role.

Competencies:

Strong technical knowledge in preventive and corrective maintenance practices.

Proven leadership and team coordination skills.

High attention to safety, quality, and operational detail.

Proficiency in maintenance reporting and equipment troubleshooting.

Strong communication and cross-functional collaboration ability",indonesia,2026-04-28 17:06:35.874988,Tidak Disebutkan
91390000,Supervisor Produksi (Penempatan Tangerang),Data Engineer,Data Engineer,Senior,PT.Langgeng Jaya Plastindo,Tidak Disebutkan,Tidak Disebutkan,Rp 6.000.000 - Rp 7.000.000,6000000.0,7000000.0,6500000.0,['r'],1,https://id.jobstreet.com/id/job/91390000,"Kualifikasi :

Pendidikan Min. D3/S1 Teknik Mesin/Teknik Elektro/Teknik Industri

Memiliki pengalaman di bidang manufaktur Min 3 Thn sebagai Supervisor Produksi

Terampil dalam Ms. Office, khususnya Excel untuk analisis data (VLOOKUP, HLOOKUP serta fungsi dasar lainnya)

Bisa Baca gambar dan memiliki kemampuan menggunakan Autocad Lebih diutamakan

Memiliki kemampuan analisis yang baik

Wajib memiliki jiwa leadership yang baik

Tegas, Jujur, Teliti, Siap Bekerja di bawah tekanan dan pantang menyerah

Penempatan Cikupa Tangerang

 

Deskripsi Pekerjaan :

Membuat Planning Produksi, Mengecek Kualitas Produksi, dan Membuat Planning Pengiriman

Memastikan proses produksi berjalan dengan lancar dalam kapasitas yang optimal

Menjalankan sistem kerja yang efisien dan efektif dari seluruh lini produksi

Bertanggung jawab atas stok bahan baku, bakan setengah jadi, dan bahan jadi gudang produksi

Mengawasi dan memantau produksi untuk mencapai target dengan tetap menjaga kualitas produk serta aspek keselamatan fasilitas produksi

Mengerti dalam hal perawatan mesin

Mengatur, membimbing dan mengawasi operator produksi.

Mampu membuat laporan produksi serta melaporkan secara rutin dan berkala kepada Manager/Direksi/Management mengenai hasil produksi dan kemajuan/kendala yang dihadapi serta masukan dan solusi permasalahan

Menjaga lingkungan kerja yang aman dan bersih (5R & K3 di Lingkungan Kerja)

Menjalin komunikasi dengan seluruh divisi dan membangun tim yang kompak",indonesia,2026-04-28 17:06:45.346066,Rp 6.000.000 – Rp 7.000.000 per month
91389949,Production Supervisor - Sintering - Cikarang (B-129540),Data Engineer,Data Engineer,Senior,RGF HR Agent Indonesia,Tidak Disebutkan,Tidak Disebutkan,Rp 10.000.000 - Rp 13.000.000,10000000.0,13000000.0,11500000.0,['r'],1,https://id.jobstreet.com/id/job/91389949,"About The Company:

The working venue is in Cikarang.

Our client is a Automobiles company. Currently, they are looking for Production Supervisor.

Job Responsibilities:

Supervise and manage daily production activities to ensure achievement of production targets (KPIs), quality standards, and delivery timelines.

Manage and allocate manpower, raw materials, machinery, and other resources effectively to support production objectives.

Lead, motivate, and coach a team of approximately 50 operators to enhance productivity, performance, and skill development.

Analyze production data, workflows, and performance metrics to identify bottlenecks and implement improvements for efficiency and quality enhancement.

Ensure proper operation, maintenance, and troubleshooting of production machines, including casting, stamping, forging, and machining equipment.

Oversee die setting, preparation, and maintenance activities to ensure optimal machine performance.

Implement and maintain systems and procedures in compliance with ISO 14001 and IATF 16949 standards.

Ensure all production activities comply with applicable regulations and enforce strict adherence to health and safety protocols.

Monitor and manage departmental budgets, ensuring cost efficiency and alignment with financial targets.

Collaborate with cross-functional teams to support continuous improvement initiatives and operational excellence.

Perform other related duties as assigned by management.

Other tasks as assigned.

Job Requirements:

Bachelor's degree from Mechanical Engineer, Metallurgy or any related major.

Business level of English.

Have 4 years of experience as supervisor managing team of 50+ employee from sintered manufacture.

Proven hands-on experience in operating, maintaining, and troubleshooting manufacturing machines (casting, stamping, forging, machining) and experience in die setting, preparation, die maintenance and experience using press, sintering, machining machine.

Excellent leadership skills with the ability to motivate, inspire, and make decisive decisions.

Familiarity with ISO 14001 and IATF 16949 standards and basic financial and budgeting knowledge related to production operations.

Excellent leadership skills with the ability to motivate, inspire, and make decisive decisions.

Effective communication skills, both verbal and written.

[Only CV in English will be processed]

We RGF HR Agent Indonesia is strictly following the personal data protection law in Indonesia. Please kindly use our recruitment service after understanding our Terms and Condition as well as Privacy Policy as follows :

RGF Indonesia Terms of Use : https://www.rgf-hragent.asia/en/indonesia/termsofuse

RGF Indonesia Privacy Policy : https://www.rgf-hragent.asia/en/indonesia/termsofuse#personal

RGF Indonesia Internal hiring Global Privacy Policy : https://www.rgf-hragent.asia/en/indonesia/privacy-policy-of-internal-hiring

RGF Indonesia Internal hiring Indonesia Privacy Policy : https://www.rgf-hragent.asia/en/indonesia/privacy-policy-of-internal-hiring-annex",indonesia,2026-04-28 17:06:54.806135,Rp 10.000.000 – Rp 13.000.000 per month
91389826,Engineer (Proses dan Mechanical),Data Engineer,Data Engineer,Tidak Disebutkan,PT Multi Teknologi Inspeksi,Tidak Disebutkan,Tidak Disebutkan,Rp 4.000.000 - Rp 5.000.000,4000000.0,5000000.0,4500000.0,['r'],1,https://id.jobstreet.com/id/job/91389826,"Pengalaman 2 Tahun (Diutamakan)

Mampu merancang & analisa struktur, membuat kalkulasi struktur

Familiar dan mampu membaca secara umum gambar teknis

Memahami istilah teknis bidang pipeline, civil, mechanical, electrical, instrumentation & control

Mampu membuat design dan kalkulasi teknis proses dan mechanical

Mampu berkomunikasi dengan baik

Melakukan dan atau mereview perhitungan teknis (kekuatan dan umur layan) terhadap peralatan di sektor oil and gas

Mengoperasikan software teknis

Membuat dan atau mereview gambar teknis peralatan

Melakukan inspeksi dan pengukuran data di lapangan apabila diperlukan

Melakukan pekerjaan teknis lainnya sesuai arahan Perusahaan",indonesia,2026-04-28 17:07:55.403287,Rp 4.000.000 – Rp 5.000.000 per month
91387356,Highway Engineer,Data Engineer,Data Engineer,Junior,PT Pratamadaya Cahya Manunggal,Tidak Disebutkan,Tidak Disebutkan,Tidak Disebutkan,,,,['r'],1,https://id.jobstreet.com/id/job/91387356,"Kualifikasi

S1 Teknik Sipil

Pengalaman 3–7 tahun di perencanaan jalan

Diutamakan memiliki SKK dari LPJK

Pengalaman & Kompetensi

Terlibat dalam proyek FS/DED jalan (nasional/tol)


Menguasai:

Alignment horizontal & vertikal

Superelevasi & pelebaran tikungan

Cross section


Memahami standar:

Pedoman Desain Geometrik Jalan (Bina Marga)

AASHTO

Mampu menentukan parameter desain (VR, SSD, radius, dll)

Terbiasa membaca data topografi & koordinasi antar disiplin


Tanggung Jawab :

Menyusun desain geometri jalan sesuai standar

Mengembangkan alignment dan gambar (plan, profile, cross section, superelevasi)

Koordinasi dengan tim internal dan eksternal


Nilai Tambah :

Pendidikan S2 (Transportasi / Jalan)

Pengalaman proyek jalan tol / PSN

Memahami aspek keselamatan jalan & evaluasi desain",indonesia,2026-04-28 17:08:15.636441,Tidak Disebutkan
91399406,Business Intelligence Engineer (Middle),Data Engineer,Data Engineer,Tidak Disebutkan,PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),Tidak Disebutkan,Tidak Disebutkan,Tidak Disebutkan,,,,"['power bi', 'sql', 'gcp', 'r']",4,https://id.jobstreet.com/id/job/91399406,"Notes

Status: PKWT 3 months under Sigmatech (extendable)

Placement: Automotive Industry (WFO, North Jakarta)

Salary: 11 mio gross + 500.000 transport allowance

Benefit: Laptop provided, BPJS Kesehatan & Ketenagakerjaan, Kompensasi UUCK 10%, THR Prorate


Key Responsibilities:

Migrate existing semantic model source from Cloudera/ Fabric to GCP
Ensuring data validity from migrated semantic model with comparative data
Prepare any documents related to the migration

Requirements:

Education: Bachelor’s Degree (Min. GPA 3.00).
Proficient in Power BI (Dashboarding).
Strong SQL Basics (Select, Joins, Case/When, Group By).
Familiar with GCP & Big Data environments.
Able to create clear technical documentation.
Data Accuracy: High attention to detail to ensure data validity between databases and reports.",indonesia,2026-04-28 17:08:33.643536,Tidak Disebutkan
91387507,EMC Junior Test Engineer,Data Engineer,Data Engineer,Senior,PT. NEMKO INDONESIA ASSURANCE,Tidak Disebutkan,Tidak Disebutkan,Rp 7.000.000 - Rp 9.000.000,7000000.0,9000000.0,8000000.0,['r'],1,https://id.jobstreet.com/id/job/91387507,"Key Responsibilities:
- Support conducted and radiated EMC testing
- Assist with test setup, measurement, and data recording
- Support preparation of EMC test reports
- Assist with EMC test equipment management
- Support senior engineers and technical managers

Mandatory Qualifications:
- Indonesian citizen
- Bachelor’s degree or higher in Electrical/Electronics Engineering or related field
- Fresh graduate or less than 2 years of working experience
- Basic understanding of electrical and electronic engineering
- Strong willingness to learn and grow in EMC testing

Preferred Qualifications:
- Coursework related to EMC, RF, or measurements
- Internship or laboratory experience
- Basic English reading ability (standards and manuals)

Important Notice:
This position is designed for junior-level candidates.

Comprehensive training in EMC testing will be provided after joining.",indonesia,2026-04-28 17:08:43.426766,Rp 7.000.000 – Rp 9.000.000 per month
91387129,Manager Maintenance,Data Engineer,Data Engineer,Senior,PT Arwana Citramulia Tbk,Tidak Disebutkan,Tidak Disebutkan,Tidak Disebutkan,,,,['r'],1,https://id.jobstreet.com/id/job/91387129,"Job Descriptions

Develop preventive maintenance schedules for all machines and facilities

Establish corrective maintenance strategies for equipment breakdowns

Lead and coordinate the maintenance team in daily operations

Collaborate with Production, Engineering, and SHE to ensure smooth operations and workplace safety

Provide periodic reports to management regarding equipment condition and maintenance team performance

Analyze machine failure data to identify root causes and long-term solutions

Requirements

Bachelor’s or Master’s degree in Mechanical Engineering, Electrical Engineering, or Mechatronics Engineering.

Minimum 7–10 years of experience in Maintenance/Engineering, with at least 3 years in a managerial role within the manufacturing industry.

Strong understanding and hands-on experience in implementing predictive and preventive maintenance programs.

Familiar with CMMS (Computerized Maintenance Management System).

Able to read and interpret technical drawings.

Placement: Indralaya, Ogan Ilir Palembang",indonesia,2026-04-28 17:08:52.570980,Tidak Disebutkan
